 ,Numero Gaceta,Fecha Gaceta,Fecha Medida,Tipo de Registro,Funcionario,Cargo,Contenido,Poder,Ente,Organo,Niv.1,Niv.2,Niv.3
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,DAVID JOSE CAMPOS ALVARADO,Sub- Inspector,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Inspectoría General,,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,EMILIO ANTONIO LAMBERTO BIASUTTO,Sub- Inspector,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Inspectoría General,,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JOSE LUIS CASTRO ROJAS,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Inspectoría General,Dirección de Inspecciones,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,HUMBERTO CARRILLO MONTESINOS,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Inspectoría General,Dirección de Inspecciones,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,RAUL REY RIVERA MONCADA,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Junta Permanente de Evaluación,,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,ANIBAL JOSE BRITO HERNANDEZ,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Junta Permanente de Evaluación,,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,ANTONIO JOSE RANCEL LEAL,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Oficina de Gestión Administrativa,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JOSE LUIS PESTANA ABREU,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Tecnología de la Información y Comunicaciones,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,LUIS FERNANDO LANDAETA,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Tecnología de la Información y Comunicaciones,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,ANIBAL JOSE BRITO HERNANDEZ,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Apresto Operacional,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,ALFREDO JOSE PULIDO PINTO,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Apresto Operacional,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,PABLO JOSE MORALES MAZZAOUI,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Jefatura de Mantenimiento y Construcción,Dirección de Mantenimiento de Armamento y Electrónica
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,EDGARD RAMON AGUACHE BELISARIO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Jefatura de Mantenimiento y Construcción,Dirección de Mantenimiento de Armamento y Electrónica
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,REINALDO JOSE LEON FAJARDO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Apresto Operacional,Servicio de Hidrografía y Navegación
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JONNY ENRIQUE VERA GONZALEZ,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Apresto Operacional,Servicio de Hidrografía y Navegación
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,,,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Apresto Operacional,Servicio de Hidrografía y Navegación
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JOSE MANUEL SEQUEIRA DO SACRAMENTO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Personal,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,MARIA LUISA CONTRERAS ZAMBRANO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Personal,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,MARIA EUGENIA FLORES LEAL,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Jefatura de Administración de Personal,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,JOSE GREGORIO DE FREITAS GONCALVES,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Jefatura de Administración de Personal,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,EFREN DARIO SIFONTES OCHOA,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Jefatura de Bienestar Social,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,BACILIA DEL VALLE PINTO HERRERA,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Jefatura de Bienestar Social,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JESUS RAFAEL LANDA BORGES,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Educación,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,JOSE MANUEL SEQUEIRA DO SACRAMENTO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Educación,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,HARRYS RODOLFO RODRIGUEZ TOTESAULT,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Eduación,Centros Educativos,Centro de Adiestramiento Naval Coronel Felipe Santiago Estévez
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,DAVID JOSE CAMPOS ALVARADO,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Eduación,Centros Educativos,Centro de Adiestramiento Naval Coronel Felipe Santiago Estévez
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,CARLOS EDUARDO BARELA PEREZ,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Misión Naval Venezolana en Cuba,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,RAUL REY RIVERA MONCADA,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Misión Naval Venezolana en Cuba,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,ELSA ILIANA GUTIERREZ GRAFFE,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Dirección de Participación Activa en el Desarrollo Nacional,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,ANGEL RICARDO RUEDA PINTO,Director,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Armada,Comando Naval de Logística,Dirección de Participación Activa en el Desarrollo Nacional,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,JAVIER JOSE MARCANO TABATA,Comandante,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Guardia de Honor Presidencial,Unidad Especial de Seguridad y Protección a Personalidades de Estado (U.E.S.P.P.E.),,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,DILIO RAFAEL RODRIGUEZ DIAZ,Comandante,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Guardia de Honor Presidencial,Unidad Especial de Seguridad y Protección a Personalidades de Estado (U.E.S.P.P.E.),,
,40945,15/07/2016,13/07/2016,Nombramiento / Designación,DILIO GUILLERMO RODRIGUEZ DIAZ,Segundo Comandante,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Guardia de Honor Presidencial,Segundo Comando y Jefatura de Estado Mayor,,
,40945,15/07/2016,13/07/2016,Cese/Destitución/Retiro,LUIS GABRIEL AZUAJE GONZALEZ,Segundo Comandante y Jefe de Estado Mayor,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Guardia de Honor Presidencial,Segundo Comando y Jefatura de Estado Mayor,,
,40945,15/07/2016,14/07/2016,Nombramiento / Designación,JAVIER ANTONIO ROSALES DUQUE,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Despacho del Ministro,Oficina de Gestión Humana,,
,40945,15/07/2016,14/07/2016,Cese/Destitución/Retiro,REINALDO ENRIQUE CENTENO MENA,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Despacho del Ministro,Oficina de Gestión Humana,,
,40945,15/07/2016,14/07/2016,Nombramiento / Designación,JOSE GONZALO BONILLA CAMACHO,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Guardia Nacional,Comando General,Cuartel General,
,40945,15/07/2016,14/07/2016,Cese/Destitución/Retiro,DANNY RAMON FERRER SANDREA,Comandante,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Guardia Nacional,Comando General,Cuartel General,
,40945,15/07/2016,30/06/2016,Nombramiento / Designación,GLENYS YELITZA DELGADO FAJARDO,Director,,Ejecutivo,Ministerio del Poder Popular para la Agricultura Urbana,Despacho del Ministro,Oficina de Gestión Administrativa,,
,40945,15/07/2016,04/07/2016,Delegación de Firmas/Atribuciones,DANIELA CAMACHO,Consultor Jurídico,"Se delega la firma de los actos y documentos contentivos de los finiquitos de los contratos de fideicomiso, cesiones de crédito y garantías hipotecarias, suscritos entre el Ministerio de Hábitat y vivienda, los extintos FONDUR y el INAVI, y las organizaciones comunitarias de vivienda (OCV), celebrados con entidades financieras públicas y privadas, que tengan por objeto la construcción de desarrollos habitacionales.",Ejecutivo,Ministerio del Poder Popular para el Hábitat y Vivienda,Despacho del Ministro,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,MAIRA CRUZ NAVAS URBINA,Principal,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,RUDEXY GREGORIA RIVEROS RODRIGUEZ,Suplente,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,MANUEL ALEJANDRO CASTRO GONZALEZ,Principal,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,FABIANA DE LA CARIDAD DIAZ ESPAÑA,Suplente,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,RAFAEL JESUS ALVINO MARTINEZ,Principal,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,FRINE DEL VALLE FERMIN FARIÑAS,Suplente,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,ANAIS MERCEDES SALAZAR OTERO,Principal,,Ejecutivo,Ministerio del Poder Popular para la Comunicación y la Información,Comisiones/Comité,,,
,40945,15/07/2016,29/06/2016,Nombramiento / Designación,SONY MAYERLIN SANCHEZ GUERRERO,Gerente de Registro Nacional,,Ejecutivo,Ministerio del Poder Popular para la Juventud y el Deporte,INJ:Instituto Nacional de la Juventud,,,
,40945,15/07/2016,01/07/2016,Nombramiento / Designación,CALIXTRA MARISOL GIL DE SUAREZ,Director Estadal,,Ejecutivo,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,Despacho del Ministro,Direcciones Estadales,Estado Portuguesa,
,40945,15/07/2016,21/06/2016,Nombramiento / Designación,JHONNY FEDERICO HIDALGO GOMEZ,Director Administrativo,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Dirección Ejecutiva de la Magistratura (DEM),Direcciones Regionales,Dirección Administrativa Regional del estado Táchira
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,MARLI DEL CARMEN HERRERA BALTODANO,Principal,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,ROGELIO ADRIAN RIVAS FERNANDEZ,Suplente,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,ORIANA COROMOTO RAMIREZ FREITES,Principal,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,NUMIDIA ROCIO FLORES,Suplente,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,MILETZA COROMOTO MELENDEZ,Principal,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,SYLVIA CRISTINA MARTINEZ DE LOYNAZ,Suplente,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,CARMEN DEL VALLE CESAR DE BRICEÑO,Principal,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,15/07/2016,Nombramiento / Designación,AURELIS YANIT BRITO AMAYA,Suplente,,Ciudadano,Consejo Moral Republicano,Comisiones/Comités,,,
,40945,15/07/2016,08/07/2016,Delegación de Firmas/Atribuciones,YEINER ALEJANDRA QUINTERO BOLIVAR,Coordinador,"Delegar la firma de los asuntos rutinarios o de mera tramitación, de acuerdo al ejercicio de sus funciones y mientras esté encargada de la citada Coordinación.",Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General de Apoyo a la Investigación Penal,Dirección Técnico Científica y de Investigaciones,Coordinación de Criminalística de Campo
,40945,15/07/2016,15/06/2016,Nombramiento / Designación,MARYORY DAYANA ESCOBAR GARCIA,Contabilista Jefe,Unidad Administradora Desconcentrada,Ciudadano,Ministerio Público,Despacho del Fiscal General de la República,Divisiones Regionales,Circunscripción Judicial del estado Lara,
,40945,15/07/2016,15/06/2016,Nombramiento / Designación,MARYORY DAYANA ESCOBAR GARCIA,Cuentadante,Unidad Administradora Desconcentrada,Ciudadano,Ministerio Público,Despacho del Fiscal General de la República,Divisiones Regionales,Circunscripción Judicial del estado Lara,
,40945,15/07/2016,06/07/2016,Nombramiento / Designación,VICTOR MANUEL SANDOVAL NIÑO,Técnico de Seguridad y Resguardo I,,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Seguridad y Transporte,División de Vigilancia y Protección,
,40945,15/07/2016,06/07/2016,Nombramiento / Designación,GERSON GABRIEL MORA FIGUEROA,Técnico de Seguridad y Resguardo I,,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Seguridad y Transporte,División de Vigilancia y Protección,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,KLEINDER JOHAN BLANCO FLORES,Especialista Integral de Tecnología de Información,Se venía desempeñando como Analista de Sistema III en la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,NESTOR DANIEL CARRASQUERO PADILLA,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista de Sistemas IV en el Área de Desarrollo de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,LUZ MARINA PARADA CASTRO,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista de Sistemas V en la División de Sistemas de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,JOSSANA ALEJANDRA CONDADO MADERA,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista de Sistemas III en el Área de Análisis y Diseño de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,CHEROSKY VANESSA MEDINA,Abogado Adjunto IV,Se venía desempeñando como Abogado Adjunto II en la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General para la Protección de la Familia y la Mujer,Dirección de Protección Integral de la Familia,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,CARLOS ALBERTO ROJAS LAYA,Abogado Adjunto II,Se venía desempeñando como Abogado Adjunto A en la Fiscalía Centésima Décima Sexta del Ministerio Público de la circunscripción judicial del Área Metropolitana de Caracas.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General para la Protección de la Familia y la Mujer,Dirección de Protección Integral de la Familia,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,KAROL NOHEMY MONSALVE APONTE,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista de Sistemas I en el Área de Análisis y Diseño de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,LOURDES BEATRIZ CHACON ARIAS,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista de Sistemas V en la División de Sistemas de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,08/07/2016,Nombramiento / Designación,RUBEN PENEDO PEREIRO,Especialista Integral de Tecnología de Información,Se venía desempeñando como Especialista Jefe en el Área de Desarrollo de la citada Dirección.,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Tecnología,,
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,DANIEL ARISTIDES VALDEZ TORRES,Fiscal Auxiliar,,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Fiscalías Superiores,Fiscalía Superior del estado Cojedes,Sala de Flagrancia
,40945,15/07/2016,07/07/2016,Nombramiento / Designación,JOSE DE JESUS BARROETA AZCON,Fiscal Auxiliar,"Se viene desempeñando como Fiscal Auxiliar Interino en la Unidad de Depuración Inmediata de Casos, adscrita a la Fiscalía Superior del Ministerio Público del estado Cojedes.",Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Fiscalías Superiores,Fiscalía Superior del estado Cojedes,Sala de Flagrancia
,40944,14/07/2016,06/07/2016,Nombramiento / Designación,LEONARDO ALFREDO BELLO ORTEGA,Director General,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Centro Estratégico de Seguridad y protección de la patria (CESPPA),,,
,40944,14/07/2016,01/07/2016,Nombramiento / Designación,JESUS GABRIEL PEÑA DAVILA,Director,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Centro Estratégico de Seguridad y protección de la patria (CESPPA),Dirección General,Oficina de Gestión Administrativa,
,40944,14/07/2016,01/07/2016,Delegación de Firmas/Atribuciones,JESUS GABRIEL PEÑA DAVILA,Director,"Se le delega la atribución para firmar las Comunicaciones dirigidas a otros organismos públicos y privados en el ejercicio de las funciones inherentes a su cargo, la movilización de cuentas corrientes, firmas de cheques, fondos de avance, fondos de anticipo y cualquier otro título de Crédito",Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Centro Estratégico de Seguridad y protección de la patria (CESPPA),Dirección General,Oficina de Gestión Administrativa,
,40944,14/07/2016,01/07/2016,Nombramiento / Designación,RICHARD MANUEL RIERA MONTILLA,Director,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Centro Estratégico de Seguridad y protección de la patria (CESPPA),Dirección General,Dirección de Procesamiento y Análisis de la Información,
,40944,14/07/2016,29/06/2016,Nombramiento / Designación,NEIL RAMON TORREALBA MONTES,Registrador,,Ejecutivo,"Ministerio del Poder Popular para Relaciones Interiores, Justicia y Paz",Servício Autónomo de Registros y Notarías (SAREN),Dirección General de Registros y Notarias,Área Metropolitana de Caracas,Registro Público
,40944,14/07/2016,26/04/2016,Nombramiento / Designación,JAVIER ARGENIS PEREZ BENCOMO,Gerente,,Ejecutivo,Ministerio del Poder Popular para la Planificación,Instituto Nacional de Estadística (INE),Gerencia General,Gerencia Estadal de Estadística,Estado Lara
,40944,14/07/2016,13/07/2016,Nombramiento / Designación,SANDRA CAROLINA MONTES RICARDI,Director General,,Ejecutivo,Ministerio del Poder Popular para la Agricultura Urbana,Despacho del Ministro,Dirección Estadal,Estado Monagas,
,40944,14/07/2016,13/07/2016,Nombramiento / Designación,FRANSAY DALI RIERA COLMENAREZ,Director General de Formación y Participación Agrourbana,,Ejecutivo,Ministerio del Poder Popular para la Agricultura Urbana,Viceministerio de Formación y Cultura Agrourbana,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,JOSE ANTONIO MARINO MARTINEZ PEREIRA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,ANGELA GISELLE BARRIOS MENDEZ,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,INDIRA JOSEFINA CORADO FRONTADO,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,SUSANA GUEVARA ANGARITA,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,NANCY XIOLHET WALLIS ALVAREZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,MARLENE JOSEFINA RODRIGUEZ RONDON,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,YULIVIALCA TERESA FERNANDEZ ROJAS,Secretario Principal,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,30/06/2016,Nombramiento / Designación,YOSEMIHT YUVISAY PONCE NARANJO,Secretario Suplente,,Ejecutivo,Ministerio del Poder Popular para la Salud,Comisiones/Comités,,,
,40944,14/07/2016,06/07/2016,Nombramiento / Designación,EZEQUIEL BELLORIN SILVA,Director,,Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,Direcciones Estadales de Salud,Estado Nueva Esparta,Hospital Tipo I Manuel Antonio Narvaez
,40944,14/07/2016,07/07/2016,Nombramiento / Designación,ANGEL JOSE RIERA NAVARRO,Director,,Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,Direcciones Estadales de Salud,Distrito Capital,Hospital Psiquiátrico de Caracas
,40944,14/07/2016,11/07/2016,Nombramiento / Designación,JUDITH TERESA GUEDEZ GARCIA,Administrador,,Ejecutivo,Ministerio del Poder Popular para la Salud,Despacho del Ministro,Direcciones Estadales de Salud,Distrito Capital,Sistema Integral de Atención Medica de Urgencias (SIAMU)
,40944,14/07/2016,23/06/2016,Delegación de Firmas/Atribuciones,EFRAIN REINALDO LEAL AGUILERA,Médico,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 16 y 17 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",,,
,40944,14/07/2016,23/06/2016,Delegación de Firmas/Atribuciones,EFRAIN REINALDO LEAL AGUILERA,Médico,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 16 y 17 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",Gerencia General,Gerencia Estadal de Salud de los Trabajadores (GERASAT),Estado Anzoátegui
,40944,14/07/2016,23/06/2016,Delegación de Firmas/Atribuciones,EFRAIN REINALDO LEAL AGUILERA,Médico,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 16 y 17 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",Gerencia General,Gerencia Estadal de Salud de los Trabajadores (GERASAT),Estado Sucre
,40944,14/07/2016,23/06/2016,Delegación de Firmas/Atribuciones,EFRAIN REINALDO LEAL AGUILERA,Médico,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 16 y 17 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",Gerencia General,Gerencia Estadal de Salud de los Trabajadores (GERASAT),Estado Nueva Esparta
,40944,14/07/2016,23/06/2016,Delegación de Firmas/Atribuciones,ZORAYA MERCEDES GALICIA BRICEÑO,Médico,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 16 y 17 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",Gerencia General,Gerencia Estadal de Salud de los Trabajadores (GERASAT),Estado Falcón
,40944,14/07/2016,22/06/2016,Delegación de Firmas/Atribuciones,RONNY DANIEL CHENGUAYEN MORLES,Inspector,"Se le delega las atribuciones competentes otorgadas en el artículo 18, numerales 06, 09, 14, 15 y 26 de la Ley Orgánica de Prevención, Condiciones y Medio ambiente de Trabajo (LOPCYMAT)",Ejecutivo,Ministerio del Poder Popular para el Proceso Social de Trabajo,"Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL)",,,
